user_id,mean_period,date,skipped_period,std
574,104.5,2013-08-23 04:00:00,1,147.78531726798843
584,0.0,2013-04-13 10:00:00,no second purchase,0.0
586,0.0,2013-08-03 15:15:00,no second purchase,
587,0.0,2013-10-31 07:00:00,no second purchase,
588,57.5,2013-07-20 10:00:00,3,81.31727983645297
592,0.0,2013-01-03 04:30:00,no second purchase,
603,87.0,2013-06-27 13:30:00,2,123.03657992645927
605,25.0,2013-03-30 04:00:00,12,41.58124577258358
644,0.0,2013-04-25 11:00:00,no second purchase,
646,34.5,2013-05-02 11:00:00,8,48.79036790187178
658,0.0,2013-01-26 03:30:00,no second purchase,
661,65.0,2013-11-10 07:30:00,1,72.38323931224225
670,40.666666666666664,2013-05-31 00:15:00,6,40.5010287935175
672,46.5,2013-08-04 04:00:00,4,65.76093065034893
680,0.0,2013-11-10 21:30:00,no second purchase,
683,0.0,2013-04-01 18:30:00,no second purchase,
691,0.0,2013-06-06 08:45:00,no second purchase,
694,9.088235294117647,2013-11-23 06:00:00,8,7.20423969053755
704,19.571428571428573,2013-11-05 03:45:00,4,23.747758714372267
709,11.6,2013-05-08 04:00:00,23,15.192103211866353
736,0.0,2013-06-22 15:00:00,no second purchase,
738,40.833333333333336,2013-11-04 17:45:00,2,44.83042121892974
743,86.0,2013-07-03 21:30:00,2,121.62236636408618
745,3.0,2013-08-24 07:45:00,55,4.358898943540674
747,0.0,2013-03-13 22:30:00,no second purchase,
751,0.0,2013-08-31 04:30:00,no second purchase,
756,20.571428571428573,2013-05-29 19:00:00,12,31.144058517675266
758,50.0,2013-07-24 06:00:00,3,52.11525688318153
761,22.8,2013-08-23 10:45:00,7,32.28277834663209
762,37.666666666666664,2013-11-11 06:30:00,2,39.06831623366092
770,0.0,2013-04-04 08:45:00,no second purchase,
775,0.0,2013-01-24 07:15:00,no second purchase,
788,56.0,2013-10-17 07:00:00,2,62.57395624379203
789,39.2,2013-08-18 05:30:00,4,37.19811823197512
801,13.5,2013-06-29 16:15:00,16,19.091883092036785
810,57.5,2013-06-04 15:45:00,4,81.31727983645297
815,42.0,2013-11-19 08:30:00,1,40.34352488318292
819,14.352941176470589,2013-09-07 12:15:00,10,29.042944875801137
822,34.333333333333336,2013-09-03 17:00:00,4,43.67455399505147
834,0.0,2013-09-09 19:30:00,no second purchase,
835,37.75,2013-06-26 20:30:00,5,50.53958844312051
838,16.0,2013-04-11 06:45:00,18,30.773365106858236
843,0.0,2013-07-03 14:00:00,no second purchase,
856,33.5,2013-05-30 08:00:00,7,47.37615433949868
864,17.1,2013-07-06 04:30:00,12,12.050357302217686
865,0.5,2013-08-31 07:30:00,321,0.7071067811865476
866,48.5,2013-05-03 12:00:00,5,68.58935777509511
867,35.0,2013-10-24 18:45:00,3,38.64860004856949
868,0.5714285714285714,2013-08-25 16:00:00,291,1.1839085033322023
871,6.666666666666667,2013-08-03 19:00:00,28,6.506407098647712
886,10.833333333333334,2013-06-04 12:00:00,22,10.028293307770104
897,0.0,2013-05-08 13:15:00,no second purchase,
901,0.0,2013-07-19 06:30:00,no second purchase,
905,55.25,2013-08-30 05:45:00,2,79.34891303603345
915,43.25,2013-11-03 14:45:00,2,72.18667928826389
916,11.0,2013-04-24 11:00:00,26,11.269427669584644
930,47.0,2013-08-07 20:30:00,3,92.01086892318754
938,122.0,2013-11-23 13:00:00,0,172.5340546095176
950,48.333333333333336,2013-07-29 18:00:00,4,71.93283904680347
984,44.5,2013-10-15 06:00:00,2,62.932503525602726
986,21.0,2013-07-21 03:30:00,9,23.790754506740637
988,0.0,2013-10-13 18:30:00,no second purchase,
997,20.666666666666668,2013-05-17 20:30:00,12,15.832456116050556
998,10.0,2013-08-11 14:30:00,18,19.71357400371632
1008,16.11111111111111,2013-06-22 19:30:00,14,12.791055902899929
1034,0.0,2013-05-22 17:45:00,no second purchase,
1044,0.0,2013-06-02 10:30:00,no second purchase,
1047,17.25,2013-08-18 06:45:00,10,14.441889828487884
1050,0.0,2013-02-03 21:30:00,no second purchase,
1053,5.0,2013-08-14 20:15:00,35,5.0
1055,71.0,2013-08-08 09:00:00,2,85.56284240252891
1074,64.75,2013-11-16 16:00:00,1,61.212063081280526
1085,0.0,2013-06-10 08:00:00,no second purchase,
1100,30.0,2013-08-17 06:30:00,5,26.28687885618983
1103,46.666666666666664,2013-09-05 21:30:00,3,77.39078325830107
1105,36.0,2013-06-18 11:00:00,6,50.91168824543142
1112,38.666666666666664,2013-08-26 04:00:00,4,72.0324001173546
1114,0.0,2013-07-10 09:00:00,no second purchase,0.0
1117,0.0,2013-02-03 07:30:00,no second purchase,
1126,4.0,2013-05-09 10:30:00,68,3.605551275463989
1135,6.5,2013-02-12 07:00:00,55,6.95221787153807
1152,30.8,2013-07-21 15:45:00,6,42.322570810384384
1154,12.15,2013-09-11 20:00:00,12,16.75920799535524
1156,28.333333333333332,2013-09-06 05:00:00,5,49.07477288111819
1184,67.66666666666667,2013-11-15 08:00:00,1,58.65435476870692
1186,27.5,2013-02-28 08:15:00,12,38.890872965260115
1204,36.333333333333336,2013-10-18 08:15:00,3,41.31182235954578
1206,45.75,2013-11-22 07:45:00,1,62.56396726551154
1207,0.0,2013-02-20 18:15:00,no second purchase,
1210,0.0,2013-07-20 06:00:00,no second purchase,
1220,0.0,2013-08-06 20:45:00,no second purchase,
1240,0.0,2013-08-04 17:00:00,no second purchase,
1242,0.0,2013-08-15 06:30:00,no second purchase,
1246,0.0,2013-01-22 20:30:00,no second purchase,
1251,19.166666666666668,2013-06-15 08:00:00,12,25.561038059254685
1256,5.2745098039215685,2013-10-26 16:45:00,19,6.154927883810009
1261,27.75,2013-05-26 18:15:00,9,19.189841062395487
1269,141.0,2013-10-27 12:30:00,0,199.4041122946064
1271,43.666666666666664,2013-10-09 07:45:00,2,45.41659021400293
1274,0.0,2013-04-07 16:00:00,no second purchase,
1280,0.0,2013-03-08 12:00:00,no second purchase,
1290,29.0,2013-08-26 17:00:00,5,36.4417343165772
1291,17.444444444444443,2013-09-29 11:00:00,7,26.24933861600665
1305,1.8,2013-08-28 03:30:00,91,2.9495762407505253
1314,0.0,2013-10-20 20:30:00,no second purchase,
1318,13.6,2013-04-16 06:30:00,21,18.474306482247172
1331,0.0,2013-02-10 12:45:00,no second purchase,
1394,20.307692307692307,2013-10-09 04:00:00,6,35.63795873172456
1397,12.666666666666666,2013-09-22 08:00:00,10,21.93931022920578
1403,0.0,2013-11-16 15:30:00,no second purchase,
1435,0.0,2013-03-19 05:30:00,no second purchase,
1446,0.0,2013-10-16 20:00:00,no second purchase,
1483,17.5,2013-09-07 17:15:00,8,24.748737341529164
1489,44.6,2013-10-26 15:45:00,2,49.63667998567188
1495,0.5714285714285714,2013-09-30 16:30:00,228,0.9376144618769909
1498,6.0,2013-02-22 05:00:00,58,8.48528137423857
1511,10.25,2013-07-27 17:30:00,19,15.628499608087784
1530,1.0,2013-07-17 09:30:00,205,1.4142135623730951
1554,0.0,2013-09-10 12:30:00,no second purchase,
1570,48.0,2013-11-24 12:45:00,1,76.31513611335565
1580,0.0,2013-08-21 12:00:00,no second purchase,
1582,0.0,2013-05-16 21:00:00,no second purchase,
1583,0.0,2013-11-18 11:00:00,no second purchase,
1590,46.0,2013-05-27 05:30:00,5,65.05382386916237
1604,0.0,2013-03-27 07:00:00,no second purchase,
1605,51.0,2013-11-02 06:30:00,1,83.19254774317228
1623,0.0,2013-07-15 22:30:00,no second purchase,
1625,0.0,2013-05-18 06:00:00,no second purchase,
1627,10.538461538461538,2013-06-30 19:45:00,21,23.574758339572238
1643,0.0,2013-01-26 22:30:00,no second purchase,
1649,42.57142857142857,2013-10-30 21:15:00,2,47.366856003106726
1654,54.5,2013-08-09 22:45:00,3,77.07463914933368
1683,0.0,2013-03-20 18:00:00,no second purchase,
1687,0.0,2013-02-23 09:00:00,no second purchase,
1701,10.5,2013-05-24 05:00:00,24,20.33879708012907
1713,140.5,2013-10-28 09:00:00,0,198.69700551341987
1721,37.6,2013-10-09 18:30:00,3,42.03332011630773
1749,0.0,2013-05-07 10:00:00,no second purchase,
1768,19.923076923076923,2013-10-07 09:00:00,6,28.874618434597362
1776,29.0,2013-08-13 09:15:00,6,26.369173922088144
1779,35.666666666666664,2013-10-23 04:30:00,3,56.659803505954144
1783,65.25,2013-11-10 07:00:00,1,88.18682819257458
1784,100.0,2013-11-01 04:45:00,0,141.4213562373095
1808,0.0,2013-01-17 06:00:00,no second purchase,
1818,25.22222222222222,2013-08-23 14:00:00,6,22.56533723312028
1820,0.0,2013-07-19 11:00:00,no second purchase,
1821,53.6,2013-10-15 11:30:00,2,69.45718105422938
1832,0.0,2013-07-30 19:15:00,no second purchase,
1844,81.0,2013-10-12 06:00:00,1,70.16409338115899
1851,2.25,2013-07-20 08:30:00,90,4.5
1853,0.0,2013-10-10 18:00:00,no second purchase,
1868,0.0,2013-01-25 04:30:00,no second purchase,
1870,16.941176470588236,2013-11-06 18:15:00,5,17.921602147392175
1877,42.333333333333336,2013-11-01 04:00:00,2,48.64839839775475
1888,24.8,2013-05-22 15:00:00,10,34.95282535074955
1904,0.0,2013-04-28 22:30:00,no second purchase,
1927,38.0,2013-08-08 09:30:00,4,47.31807265728392
1928,0.0,2013-06-03 18:45:00,no second purchase,
1944,32.25,2013-09-04 06:00:00,4,36.206583195141
1951,0.0,2013-02-09 21:45:00,no second purchase,
1970,0.0,2013-09-18 22:30:00,no second purchase,
2004,54.0,2013-11-17 03:45:00,1,49.759421218498915
2005,0.0,2013-01-02 12:15:00,no second purchase,
2017,44.666666666666664,2013-05-19 15:30:00,5,52.84253337353663
2025,0.0,2013-03-05 06:00:00,no second purchase,
2033,1.0,2013-01-19 21:30:00,384,1.4142135623730951
2043,0.0,2013-05-09 12:30:00,no second purchase,
2053,41.0,2013-06-19 12:00:00,5,39.13225438603472
2061,17.6,2013-07-27 10:30:00,11,17.896927110540513
2065,12.352941176470589,2013-11-10 17:00:00,7,22.775922529259347
2071,96.5,2013-10-27 20:30:00,1,136.47160876900367
2104,0.0,2013-03-09 12:00:00,no second purchase,
2111,43.75,2013-08-14 18:30:00,4,61.52167639675196
2122,45.8,2013-11-08 08:00:00,2,70.57407455999689
2126,0.0,2013-01-26 20:00:00,no second purchase,
2133,0.0,2013-08-08 23:00:00,no second purchase,
2147,73.5,2013-07-27 03:00:00,2,103.94469683442249
2148,49.166666666666664,2013-11-04 12:45:00,1,43.37933455767465
2155,75.0,2013-08-03 18:00:00,2,106.06601717798213
2156,0.0,2013-08-11 06:00:00,no second purchase,
2181,0.0,2013-06-02 21:30:00,no second purchase,
2195,32.8,2013-06-22 07:45:00,7,41.87720143467087
2197,88.0,2013-07-26 07:00:00,2,124.45079348883236
2199,0.0,2013-09-01 09:30:00,no second purchase,
2202,0.0,2013-07-20 07:30:00,no second purchase,
2206,20.5,2013-11-09 10:45:00,4,25.39685019840059
2232,84.33333333333333,2013-10-20 15:30:00,1,74.4602802394225
2235,0.3333333333333333,2013-04-05 06:30:00,926,0.5773502691896258
2257,20.5,2013-05-16 09:30:00,13,16.465114636709945
2258,92.5,2013-10-01 12:30:00,1,130.8147545195113
2268,33.5,2013-07-24 07:15:00,5,47.37615433949868
2277,25.8,2013-09-29 23:30:00,5,32.0963826276074
2307,0.0,2013-11-18 06:30:00,no second purchase,
2311,0.0,2013-01-23 16:30:00,no second purchase,0.0
2325,42.4,2013-09-24 15:30:00,3,42.72352981671809
2327,0.0,2013-02-06 13:00:00,no second purchase,
2341,1.5,2013-07-08 03:30:00,143,2.1213203435596424
2345,15.5,2013-05-28 19:00:00,16,19.739976359323904
2352,0.0,2013-01-25 19:00:00,no second purchase,
2359,82.5,2013-08-11 18:30:00,2,116.67261889578035
2374,35.111111111111114,2013-11-24 12:15:00,2,56.516467609990556
2375,7.916666666666667,2013-07-27 04:00:00,24,15.12047578215672
2380,25.25,2013-04-14 03:00:00,11,40.99898372724215
2381,18.857142857142858,2013-11-09 17:30:00,4,22.249830225306102
2385,0.0,2013-11-21 06:30:00,no second purchase,
2409,0.0,2013-02-09 03:30:00,no second purchase,
2416,0.0,2013-01-25 19:00:00,no second purchase,
2422,46.666666666666664,2013-07-21 04:30:00,4,49.166384179979445
2494,32.857142857142854,2013-09-29 12:30:00,4,22.0183905817279
2499,0.0,2013-02-06 13:30:00,no second purchase,
2506,0.0,2013-06-29 19:30:00,no second purchase,
2532,0.5,2013-09-17 03:30:00,288,0.7071067811865476
2538,40.5,2013-09-16 01:00:00,3,57.27564927611035
2554,29.857142857142858,2013-08-20 17:00:00,5,39.73843048162392
2573,23.666666666666668,2013-04-21 16:15:00,12,24.54248017893329
2590,0.0,2013-05-21 18:30:00,no second purchase,0.0
2602,14.5,2013-06-04 15:30:00,17,12.860361149240285
2616,7.5,2013-06-28 19:00:00,29,13.025615788386615
2622,36.5,2013-09-16 12:30:00,3,44.81406029361767
2624,22.77777777777778,2013-08-15 18:00:00,7,46.775468404329686
2641,0.0,2013-04-20 18:30:00,no second purchase,
2646,0.0,2013-08-23 19:30:00,no second purchase,
2675,45.0,2013-07-20 21:00:00,4,63.63961030678928
2676,1.0,2013-02-27 11:30:00,345,1.4142135623730951
2684,26.333333333333332,2013-04-19 12:30:00,11,43.03874223688854
2695,18.333333333333332,2013-05-02 12:30:00,15,30.892285984260432
2704,0.0,2013-01-22 18:15:00,no second purchase,
2711,101.0,2013-08-14 03:00:00,1,142.8355697996826
2723,17.166666666666668,2013-09-23 00:30:00,8,17.197868084930374
2724,0.0,2013-06-08 23:00:00,no second purchase,
2726,0.0,2013-03-01 11:45:00,no second purchase,
2732,46.0,2013-06-09 17:30:00,5,73.69531871157082
2737,2.4,2013-02-19 16:00:00,147,3.3615472627943217
2752,22.5,2013-04-04 07:00:00,13,31.81980515339464
2760,0.0,2013-11-05 21:00:00,no second purchase,
2782,0.0,2013-09-04 06:00:00,no second purchase,
2789,0.0,2013-05-09 07:00:00,no second purchase,
2794,0.0,2013-03-21 03:00:00,no second purchase,
2800,24.428571428571427,2013-09-16 17:00:00,5,22.802464361388243
2807,15.176470588235293,2013-11-04 17:30:00,6,21.757858620845617
2844,21.0,2013-03-31 01:30:00,14,30.512292604784715
2854,3.0,2013-05-12 20:00:00,90,4.242640687119285
2858,82.0,2013-09-06 19:00:00,1,129.2555608088101
2876,0.0,2013-03-23 18:00:00,no second purchase,
2896,0.5,2013-06-15 12:00:00,475,0.7071067811865476
2936,0.0,2013-05-03 03:00:00,no second purchase,
2941,36.2,2013-09-29 09:30:00,3,45.5872789273499
2956,0.0,2013-11-11 09:30:00,no second purchase,
2961,9.0,2013-08-12 10:00:00,19,12.727922061357855
2981,104.0,2013-08-01 05:15:00,1,147.07821048680188
2994,25.666666666666668,2013-07-17 22:00:00,7,37.59077901117063
3007,62.0,2013-06-29 07:45:00,3,87.68124086713189
3017,28.125,2013-08-26 08:30:00,5,41.865217407430585
3035,3.5,2013-05-12 16:00:00,77,4.949747468305833
3044,21.5,2013-05-15 20:00:00,12,30.405591591021544
3057,26.0,2013-04-08 12:30:00,11,45.033320996790806
3059,22.5,2013-06-02 20:00:00,11,27.086281890777602
3066,0.0,2013-11-14 00:30:00,no second purchase,
3097,14.0,2013-03-23 03:45:00,23,26.343879744638983
3114,0.0,2013-04-14 09:30:00,no second purchase,
3124,27.2,2013-07-03 15:00:00,8,32.30634612580011
3128,13.210526315789474,2013-11-23 07:00:00,5,12.254608871624228
3131,24.125,2013-08-17 10:00:00,7,45.699132533186166
3132,4.0,2013-04-18 13:30:00,73,5.656854249492381
3134,71.25,2013-11-06 01:00:00,1,75.5926583736807
3135,4.5,2013-03-02 15:00:00,76,6.363961030678928
3141,109.5,2013-10-26 13:45:00,0,154.8563850798539
3166,0.0,2013-09-29 16:15:00,no second purchase,
3172,0.0,2013-09-27 06:00:00,no second purchase,
3173,15.75,2013-11-11 23:15:00,5,16.680827317612277
3191,0.0,2013-10-25 12:30:00,no second purchase,
3205,0.0,2013-01-31 18:15:00,no second purchase,
3206,2.5,2013-07-05 09:45:00,87,3.5355339059327378
3208,36.333333333333336,2013-08-21 16:30:00,4,45.089540546191714
3211,0.0,2013-02-16 17:30:00,no second purchase,
3212,0.0,2013-05-06 03:45:00,no second purchase,
3219,41.333333333333336,2013-08-27 04:15:00,3,57.50072463311513
3249,0.0,2013-07-06 05:15:00,no second purchase,
3277,39.0,2013-05-10 03:30:00,7,55.154328932550705
3278,45.0,2013-06-01 19:45:00,5,60.67124524847005
3288,22.75,2013-10-12 22:15:00,5,40.96644968751869
3291,58.0,2013-08-17 21:00:00,3,58.0
3298,0.0,2013-03-18 21:30:00,no second purchase,
3301,0.0,2013-04-16 16:00:00,no second purchase,
3302,0.0,2013-04-17 06:30:00,no second purchase,
3316,12.5,2013-01-28 00:45:00,30,17.67766952966369
3320,39.5,2013-10-04 19:15:00,3,55.86143571373726
3321,0.0,2013-04-28 12:30:00,no second purchase,
3350,66.0,2013-09-01 18:45:00,2,66.0
3355,0.0,2013-01-10 14:30:00,no second purchase,
3367,20.583333333333332,2013-09-29 05:30:00,6,25.45390962409341
3418,51.0,2013-07-28 09:45:00,3,46.486557196677836
3421,9.0,2013-10-15 21:30:00,12,12.727922061357855
3425,0.0,2013-03-31 04:00:00,no second purchase,
3428,0.0,2013-07-15 23:30:00,no second purchase,
3442,10.333333333333334,2013-05-27 15:30:00,24,11.060440015358038
3454,0.0,2013-01-13 08:00:00,no second purchase,
3468,0.0,2013-01-14 05:00:00,no second purchase,
3480,0.0,2013-04-18 17:30:00,no second purchase,
3495,0.0,2013-07-27 14:30:00,no second purchase,
3523,37.333333333333336,2013-06-03 17:00:00,6,46.918368826434424
3551,0.0,2013-07-27 15:45:00,no second purchase,
3572,15.727272727272727,2013-08-30 11:00:00,10,26.461636038200318
3588,0.0,2013-01-10 15:30:00,no second purchase,
3606,0.0,2013-10-06 17:00:00,no second purchase,
3612,29.5,2013-11-16 10:45:00,2,38.401822873400164
3629,68.33333333333333,2013-08-20 20:30:00,2,107.2955420012096
3631,37.5,2013-10-07 07:30:00,3,48.98469148621842
3638,0.0,2013-10-19 12:00:00,no second purchase,
3656,0.0,2013-11-21 05:30:00,no second purchase,
3674,0.0,2013-07-12 17:30:00,no second purchase,
3707,15.88888888888889,2013-07-12 07:30:00,13,38.47546115527547
3720,40.5,2013-09-14 11:00:00,3,42.81938813201328
3733,0.0,2013-06-29 04:30:00,no second purchase,
3754,33.57142857142857,2013-11-23 23:00:00,2,29.63026123665434
3776,22.5,2013-07-27 04:00:00,8,31.81980515339464
3789,0.0,2013-07-29 18:15:00,no second purchase,0.0
3792,0.0,2013-01-17 15:00:00,no second purchase,
3805,5.0,2013-07-14 03:00:00,41,7.0710678118654755
3809,47.0,2013-08-26 09:00:00,3,78.82258559575422
3811,0.0,2013-07-13 22:00:00,no second purchase,
3815,15.6,2013-08-21 13:15:00,10,12.116104984688768
3823,0.0,2013-10-18 18:30:00,no second purchase,
3827,8.2,2013-06-15 12:00:00,28,16.13071604114337
3828,0.0,2013-04-07 05:15:00,no second purchase,
3831,0.0,2013-07-14 13:00:00,no second purchase,
3850,1.0,2013-01-28 19:15:00,375,1.4142135623730951
3857,29.11111111111111,2013-10-30 07:30:00,3,45.725934775694974
3859,21.133333333333333,2013-11-21 05:15:00,3,26.44365078174091
3866,88.33333333333333,2013-10-22 11:00:00,1,135.21957451986503
3877,1.5,2013-02-07 09:30:00,243,2.1213203435596424
3891,45.0,2013-06-19 20:30:00,5,74.50503338701353
3899,0.0,2013-07-17 17:30:00,no second purchase,0.0
3900,38.666666666666664,2013-11-13 16:15:00,2,42.71611717685336
3904,0.0,2013-02-18 10:30:00,no second purchase,
3909,85.0,2013-07-23 10:15:00,2,120.20815280171308
3928,0.0,2013-04-02 15:15:00,no second purchase,
3935,33.833333333333336,2013-08-25 14:00:00,4,45.27434888175275
3952,36.0,2013-07-17 21:30:00,5,65.38093503970914
3987,10.0,2013-05-18 20:45:00,26,14.142135623730951
4006,13.75,2013-09-02 14:00:00,11,21.01586702153082
4010,0.0,2013-05-19 10:45:00,no second purchase,
4021,57.666666666666664,2013-10-01 19:00:00,2,66.22939931279261
4023,0.0,2013-02-13 06:00:00,no second purchase,
4038,21.2,2013-08-18 12:45:00,8,24.21110856152146
4045,31.5,2013-06-09 22:45:00,7,49.43345695646489
4059,0.0,2013-04-27 01:00:00,no second purchase,
4078,0.0,2013-10-12 08:30:00,no second purchase,
4094,0.0,2013-05-22 19:00:00,no second purchase,
4099,0.0,2013-01-07 05:30:00,no second purchase,
4106,0.0,2013-04-15 18:00:00,no second purchase,
4128,17.875,2013-07-01 08:30:00,12,26.861749225033194
4141,0.0,2013-02-27 14:30:00,no second purchase,
4144,0.0,2013-09-06 22:15:00,no second purchase,
4154,42.0,2013-04-20 10:00:00,6,59.39696961966999
4225,13.5,2013-05-12 22:45:00,20,19.091883092036785
4227,18.142857142857142,2013-09-20 17:30:00,7,32.762213560176875
4239,44.5,2013-06-22 14:30:00,5,62.932503525602726
4246,0.0,2013-09-23 08:30:00,no second purchase,
4252,2.0,2013-11-23 06:00:00,38,2.8284271247461903
4268,0.0,2013-04-19 12:00:00,no second purchase,
4294,0.0,2013-10-08 20:00:00,no second purchase,
4300,17.333333333333332,2013-05-01 04:15:00,16,17.625738755203045
4318,10.0,2013-05-22 10:30:00,26,16.355427233796124
4331,13.857142857142858,2013-09-12 19:00:00,10,22.10149747135226
4345,51.333333333333336,2013-11-22 05:45:00,1,59.355426598304106
4359,48.0,2013-07-09 04:30:00,4,67.88225099390856
4367,17.666666666666668,2013-11-24 05:30:00,4,17.502380790433435
4368,41.5,2013-05-11 03:00:00,6,58.68986283848344
4392,0.0,2013-10-16 19:00:00,no second purchase,
4397,0.0,2013-08-19 20:30:00,no second purchase,
4404,0.0,2013-06-01 12:00:00,no second purchase,
4410,51.666666666666664,2013-06-15 14:00:00,4,44.747439405326126
4424,0.0,2013-07-30 23:00:00,no second purchase,
4453,0.0,2013-08-09 06:00:00,no second purchase,
4461,0.0,2013-04-18 10:30:00,no second purchase,
4473,7.5,2013-02-05 06:15:00,49,10.606601717798213
4485,8.214285714285714,2013-06-17 08:30:00,28,9.406859783637204
4491,38.285714285714285,2013-10-05 23:00:00,3,37.05722730100156
4494,25.333333333333332,2013-08-10 17:45:00,7,27.75487945088815
4502,0.0,2013-02-28 08:30:00,no second purchase,
4505,0.0,2013-07-04 08:45:00,no second purchase,
4540,0.0,2013-07-18 06:30:00,no second purchase,
4541,0.0,2013-07-15 13:00:00,no second purchase,
4553,42.5,2013-05-04 23:00:00,6,60.10407640085654
4558,0.0,2013-10-09 07:00:00,no second purchase,
4588,11.692307692307692,2013-07-16 12:00:00,17,11.160828937140044
4591,0.0,2013-07-08 10:15:00,no second purchase,
4597,0.0,2013-02-05 14:00:00,no second purchase,
4664,0.0,2013-02-02 14:45:00,no second purchase,
4676,0.0,2013-02-27 09:30:00,no second purchase,
4689,24.333333333333332,2013-05-22 07:00:00,10,25.02665245959462
4694,0.0,2013-07-04 15:15:00,no second purchase,
4695,0.0,2013-09-10 10:15:00,no second purchase,
4713,2.5,2013-04-07 18:30:00,122,3.5355339059327378
4720,0.0,2013-02-05 17:00:00,no second purchase,
4732,0.0,2013-08-08 22:45:00,no second purchase,
4734,51.0,2013-08-02 19:15:00,3,92.27133899537819
4739,21.25,2013-09-14 03:45:00,6,30.330324288219725
4740,0.0,2013-07-14 18:30:00,no second purchase,
4751,0.0,2013-06-08 03:00:00,no second purchase,
4769,101.5,2013-10-05 14:00:00,1,143.54267658086914
4778,67.0,2013-05-20 10:30:00,3,94.75230867899737
4790,15.5,2013-09-21 19:00:00,8,17.97220075561143
4791,39.0,2013-07-29 12:30:00,4,55.154328932550705
4794,0.0,2013-04-16 23:15:00,no second purchase,
