id,user_id,vehicle_model_id,package_id,travel_type_id,from_area_id,to_area_id,from_city_id,to_city_id,from_date,to_date,online_booking,mobile_site_booking,booking_created,from_lat,from_long,to_lat,to_long,Car_Cancellation,duration,km
133782,22851,12,NA,1,NA,NA,15.0,187.0,2013-01-14 07:00:00,1/14/2013 7:00,0,0,1/13/2013 13:08,13.01508,77.67796,Not Entered,Not Entered,0,NA,NA
133813,22870,87,NA,1,NA,NA,1.0,147.0,2013-01-14 07:00:00,1/14/2013 0:00,1,0,1/13/2013 16:53,13.03017,77.56684,Not Entered,Not Entered,0,NA,NA
133901,35673,87,NA,1,NA,NA,15.0,32.0,2013-01-14 17:00:00,1/15/2013 17:00,0,0,1/14/2013 15:37,12.95365,77.62137,Not Entered,Not Entered,0,NA,NA
133921,22930,87,NA,1,NA,NA,15.0,32.0,2013-01-15 02:00:00,1/16/2013 2:00,0,0,1/14/2013 18:17,13.01766,77.64503,Not Entered,Not Entered,0,NA,NA
134090,20570,12,NA,1,NA,NA,15.0,32.0,2013-01-17 07:30:00,1/17/2013 7:30,0,0,1/16/2013 15:14,12.97672,77.64927,Not Entered,Not Entered,0,NA,NA
134103,23032,54,NA,1,NA,NA,15.0,32.0,2013-01-18 08:00:00,1/18/2013 0:00,1,0,1/16/2013 17:18,12.97003,77.60658,Not Entered,Not Entered,0,NA,NA
134124,15242,65,NA,1,NA,NA,15.0,65.0,2013-01-17 07:00:00,1/17/2013 7:00,0,0,1/16/2013 20:27,13.01854,77.63524,Not Entered,Not Entered,0,NA,NA
134195,23077,12,NA,1,NA,NA,1.0,32.0,2013-01-17 23:30:00,1/17/2013 23:30,1,0,1/17/2013 11:27,13.19956,77.70688,Not Entered,Not Entered,0,NA,NA
134211,17162,54,NA,1,NA,NA,15.0,178.0,2013-01-19 06:30:00,1/19/2013 6:30,0,0,1/17/2013 13:25,12.95185,77.69642,Not Entered,Not Entered,0,NA,NA
134225,23098,28,NA,1,NA,NA,15.0,146.0,2013-01-19 00:30:00,1/19/2013 0:00,0,0,1/17/2013 15:56,12.89724,77.61065,Not Entered,Not Entered,0,NA,NA
134230,2374,65,NA,1,NA,NA,15.0,49.0,2013-01-21 12:45:00,1/21/2013 0:00,0,0,1/17/2013 16:51,13.19956,77.70688,Not Entered,Not Entered,0,NA,NA
134234,23103,87,NA,1,NA,NA,15.0,24.0,2013-01-17 18:15:00,1/17/2013 18:15,0,0,1/17/2013 17:48,12.907487,77.64729,Not Entered,Not Entered,0,NA,NA
134256,23124,12,NA,1,NA,NA,1.0,185.0,2013-01-18 07:00:00,1/18/2013 7:00,1,0,1/17/2013 20:19,12.95158,77.57833,Not Entered,Not Entered,0,NA,NA
134353,23167,12,NA,1,NA,NA,15.0,32.0,2013-01-19 06:00:00,1/19/2013 6:00,0,0,1/18/2013 15:26,12.849482,77.663187,Not Entered,Not Entered,0,NA,NA
134363,23177,12,NA,1,NA,NA,15.0,32.0,2013-01-19 07:00:00,1/19/2013 0:00,0,0,1/18/2013 16:53,12.93611,77.60751,Not Entered,Not Entered,0,NA,NA
134371,23184,65,NA,1,NA,NA,15.0,32.0,2013-01-19 06:00:00,1/19/2013 0:00,1,0,1/18/2013 18:03,12.91873,77.61494,Not Entered,Not Entered,0,NA,NA
134374,23186,12,NA,1,NA,NA,15.0,131.0,2013-01-19 02:00:00,1/20/2013 2:00,0,0,1/18/2013 18:14,12.934634,77.611283,Not Entered,Not Entered,0,NA,NA
134482,2554,12,NA,1,NA,NA,15.0,32.0,2013-01-20 07:00:00,1/20/2013 0:00,0,0,1/19/2013 15:00,12.93022,77.56039,Not Entered,Not Entered,0,NA,NA
134497,23254,65,NA,1,NA,NA,1.0,55.0,2013-01-20 07:00:00,1/22/2013 7:00,1,0,1/19/2013 16:51,12.98793,77.52612,Not Entered,Not Entered,0,NA,NA
134542,23279,12,NA,1,NA,NA,15.0,32.0,2013-01-20 06:00:00,1/20/2013 0:00,1,0,1/19/2013 22:32,12.919199,77.60931,Not Entered,Not Entered,0,NA,NA
134608,23314,12,NA,1,NA,NA,1.0,146.0,2013-01-21 05:15:00,1/21/2013 5:15,1,0,1/20/2013 12:29,13.19956,77.70688,Not Entered,Not Entered,0,NA,NA
134717,23375,12,NA,1,NA,NA,15.0,64.0,2013-01-22 00:30:00,1/22/2013 0:30,0,0,1/21/2013 13:19,12.93022,77.56039,Not Entered,Not Entered,0,NA,NA
134735,23379,12,NA,1,NA,NA,15.0,64.0,2013-01-22 00:30:00,1/22/2013 0:00,0,0,1/21/2013 14:24,12.93022,77.56039,Not Entered,Not Entered,0,NA,NA
134913,23254,12,NA,1,NA,NA,15.0,146.0,2013-01-23 10:00:00,Not Entered,1,0,1/22/2013 21:02,12.98793,77.52612,Not Entered,Not Entered,0,NA,NA
134962,23495,12,NA,1,NA,NA,15.0,161.0,2013-01-25 10:00:00,1/26/2013 0:00,0,0,1/23/2013 10:24,12.98047,77.48373,Not Entered,Not Entered,0,NA,NA
134966,23497,87,NA,1,NA,NA,15.0,146.0,2013-02-01 00:00:00,2/2/2013 0:00,0,0,1/23/2013 10:32,12.97896,77.67345,Not Entered,Not Entered,0,NA,NA
135109,23350,12,NA,1,NA,NA,15.0,32.0,2013-01-25 09:00:00,1/25/2013 0:00,0,0,1/24/2013 13:44,12.95431,77.6553,Not Entered,Not Entered,0,NA,NA
135120,23254,54,NA,1,NA,NA,15.0,146.0,2013-01-25 06:00:00,1/26/2013 0:00,1,0,1/24/2013 15:32,12.95302,77.56333,Not Entered,Not Entered,0,NA,NA
135151,26943,65,NA,1,NA,NA,1.0,126.0,2013-01-25 02:00:00,1/27/2013 2:00,1,0,1/24/2013 19:31,12.919199,77.60931,Not Entered,Not Entered,0,NA,NA
135160,22647,12,NA,1,NA,NA,15.0,32.0,2013-01-25 04:00:00,1/26/2013 0:00,0,0,1/24/2013 20:30,12.93022,77.56039,Not Entered,Not Entered,0,NA,NA
135167,23590,12,NA,1,NA,NA,15.0,29.0,2013-01-26 02:00:00,1/27/2013 2:00,0,0,1/24/2013 22:23,12.91281,77.60923,Not Entered,Not Entered,0,NA,NA
135227,23505,12,NA,1,NA,NA,15.0,32.0,2013-01-26 08:00:00,1/26/2013 0:00,1,0,1/25/2013 12:17,12.919785,77.577031,Not Entered,Not Entered,0,NA,NA
135261,23643,12,NA,1,NA,NA,15.0,56.0,2013-01-26 07:30:00,1/27/2013 0:00,0,0,1/25/2013 16:07,12.91281,77.60923,Not Entered,Not Entered,0,NA,NA
135285,23654,54,NA,1,NA,NA,15.0,29.0,2013-01-26 04:00:00,1/26/2013 0:00,0,0,1/25/2013 18:10,12.95641,77.64076,Not Entered,Not Entered,0,NA,NA
135297,23662,12,NA,1,NA,NA,15.0,146.0,2013-01-25 22:30:00,1/26/2013 22:30,0,0,1/25/2013 18:53,12.98479,77.66128,Not Entered,Not Entered,0,NA,NA
135354,23693,12,NA,1,NA,NA,15.0,41.0,2013-01-26 11:30:00,1/26/2013 11:30,0,0,1/26/2013 9:05,12.97896,77.67345,Not Entered,Not Entered,0,NA,NA
135414,23452,65,NA,1,NA,NA,15.0,32.0,2013-01-27 06:00:00,1/27/2013 6:00,1,0,1/26/2013 15:02,12.97677,77.5727,Not Entered,Not Entered,0,NA,NA
135436,23733,87,NA,1,NA,NA,15.0,108.0,2013-01-27 07:30:00,1/27/2013 0:00,1,0,1/26/2013 18:05,12.95185,77.69642,Not Entered,Not Entered,0,NA,NA
135467,21349,12,NA,1,NA,NA,15.0,185.0,2013-01-27 08:30:00,1/27/2013 0:00,0,0,1/26/2013 21:21,12.95185,77.69642,Not Entered,Not Entered,0,NA,NA
135496,23771,12,NA,1,NA,NA,15.0,24.0,2013-01-27 10:30:00,1/27/2013 10:30,0,0,1/27/2013 9:07,12.953434,77.70651,Not Entered,Not Entered,0,NA,NA
135547,23807,12,NA,1,NA,NA,1.0,55.0,2013-01-28 08:00:00,1/31/2013 8:00,1,0,1/27/2013 15:33,13.19956,77.70688,Not Entered,Not Entered,0,NA,NA
135596,23836,12,NA,1,NA,NA,1.0,68.0,2013-01-28 09:00:00,1/28/2013 9:00,1,0,1/27/2013 20:55,12.99789,77.61488,Not Entered,Not Entered,0,NA,NA
135717,1117,65,NA,1,NA,NA,15.0,146.0,2013-02-03 07:30:00,2/4/2013 0:00,1,0,1/28/2013 20:27,12.90868,77.60398,Not Entered,Not Entered,0,NA,NA
135735,23906,12,NA,1,NA,NA,15.0,32.0,2013-01-29 06:00:00,1/29/2013 0:00,1,0,1/28/2013 23:47,12.97677,77.5727,Not Entered,Not Entered,0,NA,NA
135821,15242,12,NA,1,NA,NA,15.0,58.0,2013-01-30 08:00:00,1/31/2013 0:00,0,0,1/29/2013 18:45,12.92645,77.61206,Not Entered,Not Entered,0,NA,NA
135923,18855,12,NA,1,NA,NA,15.0,49.0,2013-01-31 08:15:00,1/31/2013 0:00,0,0,1/30/2013 15:50,13.19956,77.70688,Not Entered,Not Entered,0,NA,NA
135956,24018,12,NA,1,NA,NA,15.0,49.0,2013-01-31 10:00:00,1/31/2013 0:00,0,0,1/30/2013 20:04,13.19956,77.70688,Not Entered,Not Entered,0,NA,NA
135962,24022,12,NA,1,NA,NA,1.0,131.0,2013-01-31 06:00:00,2/2/2013 6:00,1,0,1/30/2013 20:24,12.95185,77.69642,Not Entered,Not Entered,0,NA,NA
136018,24054,12,NA,1,NA,NA,15.0,55.0,2013-02-02 00:00:00,2/3/2013 0:00,1,0,1/31/2013 13:43,12.997198,77.669514,Not Entered,Not Entered,0,NA,NA
136066,1768,65,NA,1,NA,NA,15.0,55.0,2013-02-03 06:30:00,2/8/2013 6:30,0,0,1/31/2013 20:00,12.99287,77.71662,Not Entered,Not Entered,0,NA,NA
136067,24078,12,NA,1,NA,NA,15.0,55.0,2013-02-02 00:00:00,2/3/2013 0:00,1,0,1/31/2013 20:07,12.997198,77.669514,Not Entered,Not Entered,0,NA,NA
136115,24104,12,NA,1,NA,NA,15.0,41.0,2013-02-01 11:30:00,2/1/2013 11:30,0,0,2/1/2013 8:58,12.95185,77.69642,Not Entered,Not Entered,0,NA,NA
136152,24122,54,NA,1,NA,NA,15.0,36.0,2013-02-02 00:30:00,2/3/2013 0:00,1,0,2/1/2013 13:04,12.92645,77.61206,Not Entered,Not Entered,0,NA,NA
136159,20609,85,NA,1,NA,NA,15.0,32.0,2013-02-05 09:30:00,2/7/2013 9:30,0,0,2/1/2013 14:15,13.19956,77.70688,Not Entered,Not Entered,0,NA,NA
136239,24169,65,NA,1,NA,NA,15.0,135.0,2013-02-02 06:00:00,2/3/2013 0:00,1,0,2/1/2013 22:26,12.97677,77.5727,Not Entered,Not Entered,0,NA,NA
136277,24187,12,NA,1,NA,NA,15.0,55.0,2013-02-03 07:30:00,2/7/2013 0:00,0,0,2/2/2013 11:23,12.95185,77.69642,Not Entered,Not Entered,0,NA,NA
136370,24232,87,NA,1,NA,NA,15.0,32.0,2013-02-03 07:45:00,2/3/2013 0:00,0,0,2/2/2013 20:08,13.02622,77.70143,Not Entered,Not Entered,0,NA,NA
136425,868,54,NA,1,NA,NA,15.0,144.0,2013-02-03 13:00:00,2/3/2013 13:00,0,0,2/3/2013 11:12,12.91281,77.60923,Not Entered,Not Entered,0,NA,NA
136595,18906,87,NA,1,NA,NA,15.0,29.0,2013-02-09 07:30:00,2/10/2013 7:30,0,0,2/4/2013 18:50,12.997198,77.669514,Not Entered,Not Entered,0,NA,NA
136741,13895,12,NA,1,NA,NA,15.0,32.0,2013-02-06 06:30:00,2/6/2013 0:00,0,0,2/6/2013 0:56,13.24373,77.70915,Not Entered,Not Entered,0,NA,NA
136790,28507,65,NA,1,NA,NA,15.0,32.0,2013-02-07 07:30:00,2/7/2013 0:00,0,0,2/6/2013 13:25,12.96691,77.74935,Not Entered,Not Entered,0,NA,NA
136845,24492,24,NA,1,NA,NA,15.0,32.0,2013-02-09 06:30:00,2/9/2013 0:00,1,0,2/6/2013 21:24,12.9744,77.69183,Not Entered,Not Entered,0,NA,NA
137064,24596,12,NA,1,NA,NA,15.0,32.0,2013-02-09 06:30:00,2/9/2013 6:30,0,0,2/8/2013 13:54,12.959979,77.647998,Not Entered,Not Entered,0,NA,NA
137106,24622,12,NA,1,NA,NA,15.0,55.0,2013-02-10 08:00:00,2/13/2013 8:00,1,0,2/8/2013 18:20,12.85773,77.78642,Not Entered,Not Entered,0,NA,NA
137192,24667,65,NA,1,NA,NA,15.0,131.0,2013-02-10 08:00:00,2/14/2013 0:00,0,0,2/9/2013 11:07,12.95431,77.6553,Not Entered,Not Entered,0,NA,NA
137313,24727,85,NA,1,NA,NA,15.0,32.0,2013-02-17 09:00:00,2/17/2013 0:00,0,0,2/10/2013 9:34,13.19956,77.70688,Not Entered,Not Entered,0,NA,NA
137339,24742,12,NA,1,NA,NA,15.0,163.0,2013-02-21 12:00:00,2/23/2013 0:00,1,0,2/10/2013 13:03,13.19956,77.70688,Not Entered,Not Entered,0,NA,NA
137342,20206,54,NA,1,NA,NA,15.0,55.0,2013-02-10 16:30:00,2/11/2013 0:00,1,0,2/10/2013 13:26,Not Entered,,Not Entered,Not Entered,0,NA,NA
137349,20206,54,NA,1,NA,NA,15.0,151.0,2013-02-13 08:30:00,2/17/2013 8:30,0,0,2/10/2013 14:05,12.911942,77.651582,Not Entered,Not Entered,0,NA,NA
137536,24824,12,NA,1,NA,NA,15.0,32.0,2013-02-13 16:45:00,Not Entered,1,0,2/12/2013 11:37,13.19956,77.70688,Not Entered,Not Entered,0,NA,NA
137554,24833,12,NA,1,NA,NA,15.0,32.0,2013-02-16 00:45:00,Not Entered,1,0,2/12/2013 13:38,13.19956,77.70688,Not Entered,Not Entered,0,NA,NA
137816,24969,12,NA,1,NA,NA,15.0,32.0,2013-02-15 09:00:00,2/15/2013 9:00,0,0,2/14/2013 15:18,12.90721,77.69544,Not Entered,Not Entered,0,NA,NA
137863,21300,24,NA,1,NA,NA,15.0,25.0,2013-02-15 08:30:00,2/15/2013 0:00,0,0,2/14/2013 21:14,13.02239,77.59492,Not Entered,Not Entered,0,NA,NA
137910,25015,87,NA,1,NA,NA,15.0,55.0,2013-02-27 06:00:00,3/2/2013 0:00,1,0,2/15/2013 10:38,12.87153,77.60206,Not Entered,Not Entered,0,NA,NA
137928,25027,12,NA,1,NA,NA,15.0,32.0,2013-02-16 07:00:00,2/16/2013 0:00,0,0,2/15/2013 12:45,12.924878,77.566255,Not Entered,Not Entered,0,NA,NA
138008,25063,65,NA,1,NA,NA,15.0,32.0,2013-02-17 06:00:00,2/17/2013 0:00,1,0,2/15/2013 19:27,12.91281,77.60923,Not Entered,Not Entered,0,NA,NA
138040,38419,87,NA,1,NA,NA,15.0,147.0,2013-02-16 07:00:00,2/16/2013 0:00,0,0,2/16/2013 0:08,12.95185,77.69642,Not Entered,Not Entered,0,NA,NA
138048,8119,12,NA,1,NA,NA,15.0,56.0,2013-02-16 09:00:00,2/17/2013 9:00,0,0,2/16/2013 1:32,12.88963,77.60119,Not Entered,Not Entered,0,NA,NA
138071,25098,12,NA,1,NA,NA,15.0,146.0,2013-02-18 09:00:00,2/18/2013 9:00,0,0,2/16/2013 10:29,13.03017,77.56684,Not Entered,Not Entered,0,NA,NA
138079,25104,12,NA,1,NA,NA,15.0,32.0,2013-03-02 09:45:00,3/2/2013 0:00,0,0,2/16/2013 11:57,13.19956,77.70688,Not Entered,Not Entered,0,NA,NA
138136,25141,65,NA,1,NA,NA,15.0,32.0,2013-02-17 06:00:00,2/17/2013 6:00,1,0,2/16/2013 20:22,12.97677,77.5727,Not Entered,Not Entered,0,NA,NA
138244,25205,12,NA,1,NA,NA,15.0,191.0,2013-02-17 19:00:00,2/18/2013 19:00,0,0,2/17/2013 17:40,12.96519,77.71932,Not Entered,Not Entered,0,NA,NA
138325,25235,65,NA,1,NA,NA,1.0,4.0,2013-02-27 10:00:00,3/2/2013 10:00,1,0,2/18/2013 14:29,13.19956,77.70688,Not Entered,Not Entered,0,NA,NA
138326,25236,12,NA,1,NA,NA,15.0,146.0,2013-02-20 08:00:00,2/21/2013 8:00,0,0,2/18/2013 14:35,13.19956,77.70688,Not Entered,Not Entered,0,NA,NA
138333,25139,12,NA,1,NA,NA,15.0,32.0,2013-02-19 08:00:00,2/19/2013 8:00,0,0,2/18/2013 15:19,12.81575,77.68465,Not Entered,Not Entered,0,NA,NA
138336,25242,12,NA,1,NA,NA,15.0,144.0,2013-02-21 00:30:00,2/21/2013 0:00,1,0,2/18/2013 15:40,13.19956,77.70688,Not Entered,Not Entered,0,NA,NA
138391,7932,65,NA,1,NA,NA,15.0,146.0,2013-02-19 22:00:00,2/19/2013 0:00,1,0,2/18/2013 22:06,12.99049,77.69798,Not Entered,Not Entered,0,NA,NA
138466,25301,65,NA,1,NA,NA,15.0,32.0,2013-02-20 00:15:00,2/20/2013 0:00,0,0,2/19/2013 14:18,13.19956,77.70688,Not Entered,Not Entered,0,NA,NA
138510,8702,12,NA,1,NA,NA,15.0,32.0,2013-02-21 05:30:00,2/21/2013 0:00,1,0,2/19/2013 18:44,12.98712,77.56624,Not Entered,Not Entered,0,NA,NA
138523,21704,28,NA,1,NA,NA,15.0,32.0,2013-02-22 06:00:00,2/24/2013 0:00,1,0,2/19/2013 20:50,13.02239,77.59492,Not Entered,Not Entered,0,NA,NA
138531,15778,12,NA,1,NA,NA,15.0,41.0,2013-02-20 06:00:00,Not Entered,1,0,2/19/2013 21:23,12.97677,77.5727,Not Entered,Not Entered,0,NA,NA
138532,25334,12,NA,1,NA,NA,15.0,32.0,2013-02-23 06:30:00,2/23/2013 6:30,1,0,2/19/2013 21:29,Not Entered,,Not Entered,Not Entered,0,NA,NA
138682,25422,12,NA,1,NA,NA,1.0,32.0,2013-02-24 07:00:00,1/1/1970 7:00,1,0,2/21/2013 1:04,12.980419,77.604514,Not Entered,Not Entered,0,NA,NA
138727,25451,65,NA,1,NA,NA,15.0,32.0,2013-02-23 16:00:00,Not Entered,1,0,2/21/2013 14:26,13.02853,77.54625,Not Entered,Not Entered,0,NA,NA
138816,25489,54,NA,1,NA,NA,15.0,29.0,2013-02-23 00:30:00,2/24/2013 0:00,0,0,2/22/2013 9:52,12.911942,77.651582,Not Entered,Not Entered,0,NA,NA
138821,25491,12,NA,1,NA,NA,15.0,162.0,2013-02-22 13:30:00,2/23/2013 0:00,1,0,2/22/2013 10:22,Not Entered,,Not Entered,Not Entered,0,NA,NA
138877,16253,12,NA,1,NA,NA,15.0,32.0,2013-02-23 06:30:00,2/23/2013 0:00,1,0,2/22/2013 17:39,13.00446,77.56923,Not Entered,Not Entered,0,NA,NA
138883,25524,12,NA,1,NA,NA,15.0,114.0,2013-02-23 04:00:00,2/23/2013 0:00,0,0,2/22/2013 17:56,12.95185,77.69642,Not Entered,Not Entered,0,NA,NA
138893,19206,54,NA,1,NA,NA,15.0,203.0,2013-02-22 22:30:00,2/25/2013 0:00,0,0,2/22/2013 19:11,12.98275,77.61582,Not Entered,Not Entered,0,NA,NA
138899,25532,12,NA,1,NA,NA,15.0,146.0,2013-02-23 08:15:00,2/25/2013 0:00,0,0,2/22/2013 19:54,13.19956,77.70688,Not Entered,Not Entered,0,NA,NA
138912,25524,65,NA,1,NA,NA,15.0,114.0,2013-02-23 04:00:00,2/23/2013 0:00,0,0,2/22/2013 21:22,12.95185,77.69642,Not Entered,Not Entered,0,NA,NA
138935,25549,12,NA,1,NA,NA,15.0,55.0,2013-02-23 10:15:00,2/24/2013 10:15,0,0,2/23/2013 8:16,12.919199,77.60931,Not Entered,Not Entered,0,NA,NA
