id,user_id,vehicle_model_id,package_id,travel_type_id,from_area_id,to_area_id,from_city_id,to_city_id,from_date,to_date,online_booking,mobile_site_booking,booking_created,from_lat,from_long,to_lat,to_long,Car_Cancellation,duration,km
133072,18939,12,1.0,3,571.0,NA,15.0,NA,2013-01-07 10:30:00,2013-01-07 14:30:00,0,0,1/7/2013 7:55,12.95185,77.69642,NA,NA,0,0 days 04:00:00,40.0
133073,15846,12,1.0,3,142.0,NA,15.0,NA,2013-01-07 09:45:00,2013-01-07 13:45:00,0,0,1/7/2013 8:16,12.91281,77.60923,NA,NA,0,0 days 04:00:00,40.0
133075,22469,12,2.0,3,776.0,NA,15.0,NA,2013-01-07 09:30:00,2013-01-07 17:30:00,0,0,1/7/2013 8:24,13.01508,77.67796,NA,NA,0,0 days 08:00:00,80.0
133097,24916,12,1.0,3,1383.0,NA,15.0,NA,2013-01-08 09:15:00,2013-01-08 13:15:00,0,0,1/7/2013 12:10,12.930451,77.685822,NA,NA,0,0 days 04:00:00,40.0
133100,16801,12,1.0,3,1054.0,NA,15.0,NA,2013-01-07 16:00:00,2013-01-07 20:00:00,1,0,1/7/2013 12:34,12.90184,77.581587,NA,NA,0,0 days 04:00:00,40.0
133117,22487,12,1.0,3,1026.0,NA,15.0,NA,2013-01-07 18:00:00,2013-01-07 22:00:00,0,0,1/7/2013 16:16,13.10482,77.57631,NA,NA,0,0 days 04:00:00,40.0
133118,22319,87,2.0,3,912.0,NA,15.0,NA,2013-01-07 17:30:00,2013-01-08 01:30:00,0,0,1/7/2013 16:16,12.92645,77.61206,NA,NA,0,0 days 08:00:00,80.0
133123,22325,12,2.0,3,1298.0,NA,15.0,NA,2013-01-08 09:30:00,2013-01-08 17:30:00,0,0,1/7/2013 16:53,12.879678,77.646355,NA,NA,0,0 days 08:00:00,80.0
133127,8919,12,1.0,3,293.0,NA,15.0,NA,2013-01-07 19:00:00,2013-01-07 23:00:00,1,0,1/7/2013 17:33,12.849482,77.663187,NA,NA,0,0 days 04:00:00,40.0
133143,20199,65,2.0,3,1010.0,NA,15.0,NA,2013-01-08 10:00:00,2013-01-08 18:00:00,0,0,1/7/2013 20:57,12.96691,77.74935,NA,NA,0,0 days 08:00:00,80.0
133149,17888,12,1.0,3,849.0,NA,15.0,NA,2013-01-08 07:45:00,2013-01-08 11:45:00,1,0,1/7/2013 22:17,12.95434,77.60072,NA,NA,0,0 days 04:00:00,40.0
133150,22503,12,1.0,3,571.0,NA,15.0,NA,2013-01-08 09:00:00,2013-01-08 13:00:00,0,0,1/7/2013 22:29,12.95185,77.69642,NA,NA,0,0 days 04:00:00,40.0
133163,22513,85,1.0,3,585.0,NA,15.0,NA,2013-01-08 11:00:00,2013-01-08 15:00:00,1,0,1/8/2013 7:50,12.97677,77.5727,NA,NA,0,0 days 04:00:00,40.0
133174,17730,12,1.0,3,450.0,NA,15.0,NA,2013-01-08 11:30:00,2013-01-08 15:30:00,1,0,1/8/2013 10:30,12.9334,77.62652,NA,NA,0,0 days 04:00:00,40.0
133179,24916,12,1.0,3,1383.0,NA,15.0,NA,2013-01-09 09:15:00,2013-01-09 13:15:00,0,0,1/8/2013 12:09,12.930451,77.685822,NA,NA,0,0 days 04:00:00,40.0
133180,24916,12,1.0,3,1383.0,NA,15.0,NA,2013-01-10 09:00:00,2013-01-10 13:00:00,0,0,1/8/2013 12:10,12.930451,77.685822,NA,NA,0,0 days 04:00:00,40.0
133181,24916,12,1.0,3,1383.0,NA,15.0,NA,2013-01-11 08:00:00,2013-01-11 12:00:00,0,0,1/8/2013 12:13,12.930451,77.685822,NA,NA,0,0 days 04:00:00,40.0
133190,22522,12,1.0,3,1010.0,NA,15.0,NA,2013-01-08 18:00:00,2013-01-08 22:00:00,0,0,1/8/2013 14:36,12.96691,77.74935,NA,NA,0,0 days 04:00:00,40.0
133193,18311,12,1.0,3,1010.0,NA,15.0,NA,2013-01-10 10:00:00,2013-01-10 14:00:00,0,0,1/8/2013 15:06,12.96691,77.74935,NA,NA,0,0 days 04:00:00,40.0
133199,21186,12,1.0,3,83.0,NA,15.0,NA,2013-01-08 16:30:00,2013-01-08 20:30:00,0,0,1/8/2013 15:53,12.92415,77.67229,NA,NA,0,0 days 04:00:00,40.0
133202,22526,85,1.0,3,115.0,NA,15.0,NA,2013-01-08 17:15:00,2013-01-08 21:15:00,0,0,1/8/2013 15:58,12.99319,77.54472,NA,NA,0,0 days 04:00:00,40.0
133206,2374,65,2.0,3,1294.0,NA,15.0,NA,2013-01-10 09:00:00,2013-01-10 17:00:00,0,0,1/8/2013 16:59,12.964653,77.599573,NA,NA,0,0 days 08:00:00,80.0
133222,22537,12,2.0,3,846.0,NA,15.0,NA,2013-01-09 09:00:00,2013-01-09 17:00:00,1,0,1/8/2013 19:41,12.98635,77.58203,NA,NA,0,0 days 08:00:00,80.0
133227,22270,12,1.0,3,601.0,NA,15.0,NA,2013-01-09 08:45:00,2013-01-09 12:45:00,0,0,1/8/2013 20:31,13.02434,77.56593,NA,NA,0,0 days 04:00:00,40.0
133234,23322,24,2.0,3,1089.0,NA,15.0,NA,2013-01-09 14:30:00,2013-01-09 22:30:00,0,0,1/8/2013 21:27,12.99517,77.731147,NA,NA,0,0 days 08:00:00,80.0
133240,1649,12,1.0,3,625.0,NA,15.0,NA,2013-01-08 23:30:00,2013-01-09 03:30:00,0,0,1/8/2013 22:31,12.95431,77.6553,NA,NA,0,0 days 04:00:00,40.0
133247,21678,85,1.0,3,1237.0,NA,15.0,NA,2013-01-09 10:00:00,2013-01-09 14:00:00,0,0,1/9/2013 6:57,12.92645,77.61206,NA,NA,0,0 days 04:00:00,40.0
133248,22551,12,1.0,3,1169.0,NA,15.0,NA,2013-01-09 08:30:00,2013-01-09 12:30:00,0,0,1/9/2013 7:32,13.018523,77.644366,NA,NA,0,0 days 04:00:00,40.0
133252,22552,12,1.0,3,1083.0,NA,15.0,NA,2013-01-09 10:45:00,2013-01-09 14:45:00,0,0,1/9/2013 8:59,12.900648,77.589183,NA,NA,0,0 days 04:00:00,40.0
133254,25774,12,1.0,3,571.0,NA,15.0,NA,2013-01-09 13:15:00,2013-01-09 17:15:00,0,0,1/9/2013 9:17,12.95185,77.69642,NA,NA,0,0 days 04:00:00,40.0
133258,22556,12,1.0,3,352.0,NA,15.0,NA,2013-01-09 11:30:00,2013-01-09 15:30:00,0,0,1/9/2013 9:43,13.03369,77.62821,NA,NA,0,0 days 04:00:00,40.0
133261,18046,12,2.0,3,1136.0,NA,15.0,NA,2013-01-09 12:00:00,2013-01-09 20:00:00,1,0,1/9/2013 10:30,12.99049,77.69798,NA,NA,0,0 days 08:00:00,80.0
133265,22561,12,2.0,3,502.0,NA,15.0,NA,2013-01-09 12:00:00,2013-01-09 20:00:00,0,0,1/9/2013 11:10,12.90084,77.56483,NA,NA,0,0 days 08:00:00,80.0
133272,13164,12,1.0,3,450.0,NA,15.0,NA,2013-01-09 13:15:00,2013-01-09 17:15:00,0,0,1/9/2013 12:13,12.9334,77.62652,NA,NA,0,0 days 04:00:00,40.0
133293,21893,12,1.0,3,776.0,NA,15.0,NA,2013-01-09 18:30:00,2013-01-09 22:30:00,0,0,1/9/2013 16:17,13.01508,77.67796,NA,NA,0,0 days 04:00:00,40.0
133296,20720,12,1.0,3,1383.0,NA,15.0,NA,2013-01-09 18:00:00,2013-01-09 22:00:00,0,0,1/9/2013 16:27,12.930451,77.685822,NA,NA,0,0 days 04:00:00,40.0
133300,22580,85,1.0,3,590.0,NA,15.0,NA,2013-01-10 14:00:00,2013-01-10 18:00:00,0,0,1/9/2013 17:44,13.00826,77.56433,NA,NA,0,0 days 04:00:00,40.0
133322,17704,12,1.0,3,83.0,NA,15.0,NA,2013-01-10 10:00:00,2013-01-10 14:00:00,1,0,1/9/2013 20:17,12.92415,77.67229,NA,NA,0,0 days 04:00:00,40.0
133323,12849,12,2.0,3,330.0,NA,15.0,NA,2013-01-10 06:45:00,2013-01-10 14:45:00,0,0,1/9/2013 20:19,12.858833,77.589127,NA,NA,0,0 days 08:00:00,80.0
133328,22598,12,2.0,3,1056.0,NA,15.0,NA,2013-01-10 21:00:00,2013-01-11 05:00:00,1,0,1/9/2013 21:11,12.919199,77.60931,NA,NA,0,0 days 08:00:00,80.0
133329,22599,12,2.0,3,112.0,NA,15.0,NA,2013-01-10 00:00:00,2013-01-10 08:00:00,0,0,1/9/2013 21:40,12.93331,77.56666,NA,NA,0,0 days 08:00:00,80.0
133335,22503,12,1.0,3,571.0,NA,15.0,NA,2013-01-10 08:30:00,2013-01-10 12:30:00,0,0,1/9/2013 23:01,12.95185,77.69642,NA,NA,0,0 days 04:00:00,40.0
133342,22608,28,1.0,3,61.0,NA,15.0,NA,2013-01-11 00:00:00,2013-01-11 04:00:00,0,0,1/10/2013 0:10,12.96298,77.71229,NA,NA,0,0 days 04:00:00,40.0
133346,20415,12,2.0,3,572.0,NA,15.0,NA,2013-01-10 09:00:00,2013-01-10 17:00:00,0,0,1/10/2013 1:00,12.91873,77.61494,NA,NA,0,0 days 08:00:00,80.0
133351,22615,12,1.0,3,1390.0,NA,15.0,NA,2013-01-10 10:15:00,2013-01-10 14:15:00,1,0,1/10/2013 7:31,12.969368,77.641302,NA,NA,0,0 days 04:00:00,40.0
133354,26148,12,2.0,3,571.0,NA,15.0,NA,2013-01-10 11:00:00,2013-01-10 19:00:00,0,0,1/10/2013 8:17,12.95185,77.69642,NA,NA,0,0 days 08:00:00,80.0
133358,22619,12,2.0,3,784.0,NA,15.0,NA,2013-01-10 10:30:00,2013-01-10 18:30:00,0,0,1/10/2013 9:32,12.96634,77.60709,NA,NA,0,0 days 08:00:00,80.0
133361,21558,12,2.0,3,540.0,NA,15.0,NA,2013-01-10 11:00:00,2013-01-10 19:00:00,0,0,1/10/2013 9:47,12.92768,77.62664,NA,NA,0,0 days 08:00:00,80.0
133370,22626,12,1.0,3,450.0,NA,15.0,NA,2013-01-10 14:00:00,2013-01-10 18:00:00,0,0,1/10/2013 12:35,12.9334,77.62652,NA,NA,0,0 days 04:00:00,40.0
133376,22631,12,2.0,3,478.0,NA,15.0,NA,2013-01-10 14:30:00,2013-01-10 22:30:00,0,0,1/10/2013 13:46,12.9221,77.55263,NA,NA,0,0 days 08:00:00,80.0
133397,17719,12,2.0,3,974.0,NA,15.0,NA,2013-01-11 08:30:00,2013-01-11 16:30:00,0,0,1/10/2013 16:36,13.07557,77.55904,NA,NA,0,0 days 08:00:00,80.0
133411,2374,65,2.0,3,784.0,NA,15.0,NA,2013-01-11 11:00:00,2013-01-11 19:00:00,0,0,1/10/2013 18:37,12.96634,77.60709,NA,NA,0,0 days 08:00:00,80.0
133434,22663,65,2.0,3,1237.0,NA,15.0,NA,2013-01-12 09:00:00,2013-01-12 17:00:00,1,0,1/10/2013 21:14,12.92645,77.61206,NA,NA,0,0 days 08:00:00,80.0
133449,22672,12,1.0,3,271.0,NA,15.0,NA,2013-01-11 18:30:00,2013-01-11 22:30:00,0,0,1/10/2013 22:58,12.95641,77.64076,NA,NA,0,0 days 04:00:00,40.0
133458,22679,12,2.0,3,1101.0,NA,15.0,NA,2013-01-11 01:00:00,2013-01-11 09:00:00,0,0,1/11/2013 0:39,12.93652,77.54481,NA,NA,0,0 days 08:00:00,80.0
133462,22245,28,1.0,3,112.0,NA,15.0,NA,2013-01-11 07:30:00,2013-01-11 11:30:00,0,0,1/11/2013 6:39,12.93331,77.56666,NA,NA,0,0 days 04:00:00,40.0
133466,22564,12,1.0,3,585.0,NA,15.0,NA,2013-01-11 08:45:00,2013-01-11 12:45:00,0,0,1/11/2013 8:03,12.97677,77.5727,NA,NA,0,0 days 04:00:00,40.0
133469,864,12,2.0,3,1084.0,NA,15.0,NA,2013-01-11 11:00:00,2013-01-11 19:00:00,0,0,1/11/2013 8:11,12.892657,77.581866,NA,NA,0,0 days 08:00:00,80.0
133474,314,12,1.0,3,117.0,NA,15.0,NA,2013-01-11 11:00:00,2013-01-11 15:00:00,0,0,1/11/2013 8:39,12.86966,77.62737,NA,NA,0,0 days 04:00:00,40.0
133475,19619,12,1.0,3,1068.0,NA,15.0,NA,2013-01-11 21:00:00,2013-01-12 01:00:00,0,0,1/11/2013 8:42,13.044009,77.606805,NA,NA,0,0 days 04:00:00,40.0
133481,15906,85,2.0,3,296.0,NA,15.0,NA,2013-01-11 11:30:00,2013-01-11 19:30:00,0,0,1/11/2013 9:08,12.96662,77.59868,NA,NA,0,0 days 08:00:00,80.0
133483,15094,28,1.0,3,601.0,NA,15.0,NA,2013-01-11 13:00:00,2013-01-11 17:00:00,1,0,1/11/2013 9:38,13.02434,77.56593,NA,NA,0,0 days 04:00:00,40.0
133485,22686,65,2.0,3,448.0,NA,15.0,NA,2013-01-11 12:30:00,2013-01-11 20:30:00,0,0,1/11/2013 9:43,12.92732,77.63575,NA,NA,0,0 days 08:00:00,80.0
133488,21558,28,2.0,3,540.0,NA,15.0,NA,2013-01-11 12:00:00,2013-01-11 20:00:00,1,0,1/11/2013 10:21,12.92768,77.62664,NA,NA,0,0 days 08:00:00,80.0
133496,22690,12,2.0,3,1323.0,NA,15.0,NA,2013-01-13 03:45:00,2013-01-13 11:45:00,0,0,1/11/2013 11:09,12.869805,77.653211,NA,NA,0,0 days 08:00:00,80.0
133525,8919,12,1.0,3,293.0,NA,15.0,NA,2013-01-11 17:15:00,2013-01-11 21:15:00,1,0,1/11/2013 14:52,12.849482,77.663187,NA,NA,0,0 days 04:00:00,40.0
133526,19060,12,1.0,3,1013.0,NA,15.0,NA,2013-01-11 18:00:00,2013-01-11 22:00:00,1,0,1/11/2013 15:06,12.9475,77.65878,NA,NA,0,0 days 04:00:00,40.0
133528,22814,12,1.0,3,156.0,NA,15.0,NA,2013-01-11 18:30:00,2013-01-11 22:30:00,0,0,1/11/2013 15:45,13.02622,77.70143,NA,NA,0,0 days 04:00:00,40.0
133531,22704,65,2.0,3,693.0,NA,15.0,NA,2013-01-11 22:00:00,2013-01-12 06:00:00,0,0,1/11/2013 15:56,12.90868,77.60398,NA,NA,0,0 days 08:00:00,80.0
133533,22708,12,1.0,3,784.0,NA,15.0,NA,2013-01-11 16:45:00,2013-01-11 20:45:00,0,0,1/11/2013 16:14,12.96634,77.60709,NA,NA,0,0 days 04:00:00,40.0
133555,22725,12,2.0,3,1323.0,NA,15.0,NA,2013-01-12 04:00:00,2013-01-12 12:00:00,0,0,1/11/2013 19:27,12.869805,77.653211,NA,NA,0,0 days 08:00:00,80.0
133558,15094,12,1.0,3,1338.0,NA,15.0,NA,2013-01-12 09:00:00,2013-01-12 13:00:00,1,0,1/11/2013 19:39,13.03017,77.56684,NA,NA,0,0 days 04:00:00,40.0
133563,22729,12,1.0,3,1084.0,NA,15.0,NA,2013-01-11 20:45:00,2013-01-12 00:45:00,0,0,1/11/2013 20:15,12.892657,77.581866,NA,NA,0,0 days 04:00:00,40.0
133571,22736,12,1.0,3,1032.0,NA,15.0,NA,2013-01-12 03:15:00,2013-01-12 07:15:00,0,0,1/11/2013 20:54,12.913301,77.685592,NA,NA,0,0 days 04:00:00,40.0
133591,104,12,1.0,3,814.0,NA,15.0,NA,2013-01-12 08:45:00,2013-01-12 12:45:00,1,0,1/11/2013 23:02,12.908993,77.6889,NA,NA,0,0 days 04:00:00,40.0
133594,17443,12,2.0,3,83.0,NA,15.0,NA,2013-01-12 08:45:00,2013-01-12 16:45:00,1,0,1/11/2013 23:26,12.92415,77.67229,NA,NA,0,0 days 08:00:00,80.0
133595,22753,28,1.0,3,515.0,NA,15.0,NA,2013-01-12 10:15:00,2013-01-12 14:15:00,1,0,1/12/2013 0:03,12.97896,77.67345,NA,NA,0,0 days 04:00:00,40.0
